,time,episode_length,memory_mean,power_mean,fan_speed_mean,temperature_mean,gpu_utilization_mean,memory_utilization_mean,reward
0,146.017923,757,896.054,40.11,23.98,39.83,0.867,0.0,-21.0
1,149.167771,759,896.057,40.126,23.978,39.831,0.863,0.0,-21.0
2,146.61821799999996,759,896.057,40.12300000000001,23.978,39.826,0.862,0.0,-21.0
3,146.824474,760,896.058,40.111,23.978,39.828,0.8640000000000001,0.0,-21.0
4,151.411606,786,896.0889999999998,40.126,23.978,39.836,0.8590000000000001,0.0,-21.0
5,157.30526899999995,806,896.112,40.115,23.978,39.836,0.8590000000000001,0.0,-21.0
6,155.780372,811,896.117,40.112,23.978,39.837,0.856,0.0,-21.0
7,157.606308,818,896.125,40.127,23.979,39.842,0.845,0.0,-21.0
8,157.82638500000004,818,896.125,40.114,23.979,39.836,0.848,0.0,-21.0
9,160.697329,823,896.13,40.111,23.979,39.837,0.841,0.0,-21.0
10,161.213499,835,896.143,40.105,23.98,39.841,0.8370000000000001,0.0,-20.0
11,171.89165400000005,899,896.204,40.129,23.981,39.861,0.8320000000000001,0.0,-20.0
12,170.96226399999995,901,896.205,40.131,23.981,39.865,0.835,0.0,-20.0
13,172.641966,907,896.211,40.119,23.981,39.869,0.835,0.0,-21.0
14,178.00403500000004,963,896.2560000000002,40.161,23.973000000000006,39.914,0.8440000000000001,0.0,-20.0
15,178.537004,965,896.258,40.159,23.972,39.919,0.845,0.0,-19.0
16,277.94608700000003,1517,897.0,40.271,23.97,40.775,0.81,0.0,-21.0
17,277.979138,1517,897.0,40.267,23.968000000000004,40.778,0.809,0.0,-21.0
18,280.922566,1518,897.0,40.281,23.97,40.785,0.8079999999999999,0.0,-21.0
19,279.302744,1523,897.0,40.272,23.971,40.787,0.8059999999999999,0.0,-21.0
20,282.946378,1544,897.0,40.281,23.972,40.821,0.807,0.0,-21.0
21,289.1817220000001,1566,897.0,40.27,23.971,40.842,0.8,0.0,-21.0
22,287.998211,1573,897.0,40.277,23.969,40.85,0.7909999999999999,0.0,-21.0
23,289.417084,1578,897.0,40.292,23.971,40.863,0.8029999999999999,0.0,-21.0
24,290.153958,1580,897.0,40.277,23.967,40.856,0.8009999999999999,0.0,-21.0
25,292.649773,1583,897.0,40.28,23.963,40.858,0.799,0.0,-21.0
26,298.023856,1624,897.0,40.266,23.965,40.88800000000001,0.797,0.0,-21.0
27,304.0327,1664,897.0,40.284,23.961,40.957,0.797,0.0,-21.0
28,305.327717,1665,897.0,40.261,23.958,40.955,0.7959999999999999,0.0,-21.0
29,314.533076,1718,897.0,40.281,23.956,40.972,0.799,0.0,-21.0
30,313.987813,1722,897.0,40.257,23.966,40.987,0.784,0.0,-21.0
31,314.939377,1726,897.0,40.24800000000001,23.965,40.989,0.775,0.0,-21.0
32,413.803306,2277,897.0,40.311,23.946,41.0,0.7,0.0,-21.0
33,414.549019,2280,897.0,40.296,23.946,41.0,0.7,0.0,-21.0
34,417.416671,2281,897.0,40.332,23.946,41.0,0.6920000000000001,0.0,-21.0
35,415.532479,2284,897.0,40.335,23.949,41.0,0.69,0.0,-21.0
36,419.728845,2307,897.0,40.326,23.948,41.0,0.688,0.0,-21.0
37,426.093838,2329,897.0,40.301,23.946,41.0,0.685,0.0,-21.0
38,424.936742,2336,897.0,40.296,23.944000000000006,41.0,0.6990000000000001,0.0,-21.0
39,425.95860199999987,2338,897.0,40.316,23.946,41.0,0.691,0.0,-21.0
40,426.81268,2341,897.0,40.301,23.947,41.0,0.6940000000000001,0.0,-21.0
41,429.294568,2344,897.0,40.301,23.949,41.0,0.693,0.0,-21.0
42,434.738613,2382,897.0,40.306,23.937,41.0,0.6859999999999999,0.0,-21.0
43,444.018722,2426,897.0,40.334,23.941,41.0,0.669,0.0,-21.0
